line_number,committee_name,filing_form,is_notice,file_number,related_line_number,committee_id,payee_prefix,payee_first_name,payee_middle_name,payee_last_name,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip,filer_first_name,filer_middle_name,filer_last_name,filer_suffix,filer_prefix,candidate_id,candidate_name,candidate_prefix,candidate_first_name,candidate_middle_name,candidate_suffix,candidate_office,candidate_office_state,candidate_office_district,expenditure_description,expenditure_date,expenditure_amount,office_total_ytd,category_code,support_oppose_indicator,notary_sign_date,dissemination_date,candidate_party,most_recent,transaction_id,image_number,entity_type,amendment_indicator,memo_code,memo_text,back_reference_transaction_id,back_reference_schedule_name,load_timestamp
24,FOR OUR FUTURE,F3X,f,1909417,755,C00620971,,,,For Our Future Action Fund,,PO Box 34390,,Washington,DC,200434390,Unger,,Ben,,,H0MI03316,Scholten,,Hillary,,,H,MI,3,Field Canvassing,21-11-2024,19566.48,105363.17,,S,,31-10-2024,DEM,,500725209,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,247,C00620971,,,,Pendulum Creative Group LLC,,4200 W Diversey Ave,Ste 23B,Chicago,IL,606392047,Unger,,Ben,,,H6NV04020,Lee,,Susie,,,H,NV,3,Canvassing Literature,31-10-2024,1520,37453.58,,S,,30-10-2024,DEM,,500724960,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,280,C00620971,,,,For Our Future Action Fund,,PO Box 34390,,Washington,DC,200434390,Unger,,Ben,,,S2WI00219,Baldwin,,Tammy,,,S,WI,,Field Canvassing,07-11-2024,39822.69,601932.55,,S,,22-10-2024,DEM,,500720521,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,350,C00620971,,,,Meta Platforms,,1 Hacker Way,,Menlo Park,CA,940251456,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Digital Advertising,21-10-2024,77.78,6134147.2,,S,,23-10-2024,DEM,,500722562,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,420,C00620971,,,,Meta Platforms,,1 Hacker Way,,Menlo Park,CA,940251456,Unger,,Ben,,,P80001571,Trump,,Donald,J.,,P,,,Digital Advertising,21-10-2024,622.22,6134147.2,,O,,23-10-2024,REP,,500722563,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,549,C00620971,,,,For Our Future Action Fund,,PO Box 34390,,Washington,DC,200434390,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Field Canvassing,21-11-2024,2705.04,6134147.2,,S,,23-10-2024,DEM,,500722565,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,614,C00620971,,,,For Our Future Action Fund,,PO Box 34390,,Washington,DC,200434390,Unger,,Ben,,,P80001571,Trump,,Donald,J.,,P,,,Field Canvassing,21-11-2024,2705.04,6134147.2,,O,,23-10-2024,REP,,500722566,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,431,C00620971,,,,Pendulum Creative Group LLC,,4200 W Diversey Ave,Ste 23B,Chicago,IL,606392047,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Canvassing Literature,29-10-2024,2259.31,6134147.2,,S,,23-10-2024,DEM,,500722573,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,491,C00620971,,,,Pendulum Creative Group LLC,,4200 W Diversey Ave,Ste 23B,Chicago,IL,606392047,Unger,,Ben,,,P80001571,TRUMP,,DONALD J.,,,P,,,Canvassing Literature,29-10-2024,2259.31,6134147.2,,O,,23-10-2024,REP,,500722574,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,366,C00620971,,,,The Outreach Team,,407 College Ave,Ste 349,Ithaca,NY,148506701,Unger,,Ben,,,P80001571,Trump,,Donald,J.,,P,,,Field Canvassing,21-10-2024,9414.32,6134147.2,,O,,23-10-2024,REP,,500722582,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,219,C00620971,,,,Scale to Win,,13742 Harper St,,Santa Ana,CA,927031419,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Texting,15-11-2024,648.74,6134147.2,,S,,23-10-2024,DEM,,500722610,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,323,C00620971,,,,For Our Future Action Fund,,PO Box 34390,,Washington,DC,200434390,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Texting,21-11-2024,1387.2,6134147.2,,S,,23-10-2024,DEM,,500722612,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,455,C00620971,,,,Mission Control,,624 Hebron Ave,Ste 200,Glastonbury,CT,60335006,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Canvassing Literature,31-10-2024,31369.2,6134147.2,,S,,23-10-2024,DEM,,500722614,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,513,C00620971,,,,Mission Control,,624 Hebron Ave,Ste 200,Glastonbury,CT,60335006,Unger,,Ben,,,S2WI00219,Baldwin,,Tammy,,,S,WI,,Canvassing Literature,31-10-2024,6720,601932.55,,S,,23-10-2024,DEM,,500722615,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,438,C00620971,,,,For Our Future Action Fund,,PO Box 34390,,Washington,DC,200434390,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Field Canvassing,24-10-2024,541.01,6134147.2,,S,,24-10-2024,DEM,,500722993,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,498,C00620971,,,,For Our Future Action Fund,,PO Box 34390,,Washington,DC,200434390,Unger,,Ben,,,P80001571,Trump,,Donald,J.,,P,,,Field Canvassing,21-11-2024,541.01,6134147.2,,O,,24-10-2024,REP,,500722994,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,211,C00620971,,,,For Our Future Action Fund,,PO Box 34390,,Washington,DC,200434390,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Email,21-11-2024,16.06,6134147.2,,S,,24-10-2024,DEM,,500723000,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,264,C00620971,,,,For Our Future Action Fund,,PO Box 34390,,Washington,DC,200434390,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Texting,21-11-2024,92.48,6134147.2,,S,,24-10-2024,DEM,,500723001,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,289,C00620971,,,,Pendulum Creative Group LLC,,4200 W Diversey Ave,Ste 23B,Chicago,IL,606392047,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Canvassing Literature,31-10-2024,775.2,6134147.2,,S,,29-10-2024,DEM,,500724641,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,381,C00620971,,,,Scale to Win,,13742 Harper St,,Santa Ana,CA,927031419,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Texting,15-11-2024,190.31,6134147.2,,S,,24-10-2024,DEM,,500723003,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,754,C00620971,,,,"Shawmut Services, LLC",,90 Canal St,Ste 4,Boston,MA,21142022,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Field Canvassing,21-10-2024,105000,6134147.2,,S,,24-10-2024,DEM,,500723009,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,672,C00620971,,,,"Deliver Strategies, LLC",,4301 Fairfax Dr,Ste 550,Arlington,VA,222031653,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Canvassing Literature,29-10-2024,18150,6134147.2,,S,,25-10-2024,DEM,,500723357,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,785,C00620971,,,,Wildfire Contact LLC,,290 Broadway,Ste 132,Methuen,MA,18446827,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Phonebanking,06-11-2024,42445.12,6134147.2,,S,,25-10-2024,DEM,,500723359,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,249,C00620971,,,,Wildfire Contact LLC,,290 Broadway,Ste 132,Methuen,MA,18446827,Unger,,Ben,,,S2WI00219,Baldwin,,Tammy,,,S,WI,,Phonebanking,06-11-2024,42445.12,601932.55,,S,,25-10-2024,DEM,,500723360,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,351,C00620971,,,,The Outreach Team,,407 College Ave,Ste 349,Ithaca,NY,148506701,Unger,,Ben,,,S2WI00219,Baldwin,,Tammy,,,S,WI,,Field Canvassing,21-10-2024,16252.51,601932.55,,S,,25-10-2024,DEM,,500723362,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,780,C00620971,,,,National Campaign Resource Group,,11380 Prosperity Farms Rd,Ste 221E,Palm Beach Gardens,FL,334103465,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Phonebanking,31-10-2024,15020.5,6134147.2,,S,,26-10-2024,DEM,,500723559,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,296,C00620971,,,,Meta Platforms,,1 Hacker Way,,Menlo Park,CA,940251456,Unger,,Ben,,,P80001571,Trump,,Donald,J.,,P,,,Digital Advertising,22-10-2024,300,6134147.2,,O,,26-10-2024,REP,,500723561,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,421,C00620971,,,,Wildfire Contact LLC,,290 Broadway,Ste 132,Methuen,MA,18446827,Unger,,Ben,,,S4MI00470,Slotkin,,Elissa,,,S,MI,0,Phonebanking,01-11-2024,12483.92,719880.77,,S,,26-10-2024,DEM,,500723563,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,486,C00620971,,,,For Our Future Action Fund,,PO Box 34390,,Washington,DC,200434390,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Field Canvassing,21-11-2024,355.47,6134147.2,,S,,26-10-2024,DEM,,500723564,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,550,C00620971,,,,For Our Future Action Fund,,PO Box 34390,,Washington,DC,200434390,Unger,,Ben,,,P80001571,Trump,,Donald,J.,,P,,,Field Canvassing,21-11-2024,355.47,6134147.2,,O,,26-10-2024,REP,,500723565,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,615,C00620971,,,,For Our Future Action Fund,,PO Box 34390,,Washington,DC,200434390,Unger,,Ben,,,P80001571,Trump,,Donald,J.,,P,,,Field Canvassing,21-11-2024,2164.03,6134147.2,,O,,26-10-2024,REP,,500723566,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,676,C00620971,,,,For Our Future Action Fund,,PO Box 34390,,Washington,DC,200434390,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Field Canvassing,21-11-2024,2164.03,6134147.2,,S,,26-10-2024,DEM,,500723567,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,303,C00620971,,,,For Our Future Action Fund,,PO Box 34390,,Washington,DC,200434390,Unger,,Ben,,,P80001571,Trump,,Donald,J.,,P,,,Email,21-11-2024,32.37,6134147.2,,O,,26-10-2024,REP,,500723571,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,359,C00620971,,,,Brushfire LLC,,3000 K St NW,Ste 320,Washington,DC,200075169,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Phonebanking,01-11-2024,40000,6134147.2,,S,,26-10-2024,DEM,,500723572,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,727,C00620971,,,,Wildfire Contact LLC,,290 Broadway,Ste 132,Methuen,MA,18446827,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Phonebanking,18-11-2024,19947.15,6134147.2,,S,,27-10-2024,DEM,,500723858,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,787,C00620971,,,,Wildfire Contact LLC,,290 Broadway,Ste 132,Methuen,MA,18446827,Unger,,Ben,,,S2WI00219,Baldwin,,Tammy,,,S,WI,,Phonebanking,18-11-2024,19947.15,601932.55,,S,,27-10-2024,DEM,,500723859,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,246,C00620971,,,,For Our Future Action Fund,,PO Box 34390,,Washington,DC,200434390,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Email,21-11-2024,18.06,6134147.2,,S,,27-10-2024,DEM,,500723860,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,286,C00620971,,,,Pendulum Creative Group LLC,,4200 W Diversey Ave,Ste 23B,Chicago,IL,606392047,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Canvassing Literature,29-10-2024,5340,6134147.2,,S,,28-10-2024,DEM,,500724231,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,536,C00620971,,,,Pendulum Creative Group LLC,,4200 W Diversey Ave,Ste 23B,Chicago,IL,606392047,Unger,,Ben,,,P80001571,Trump,,Donald,J.,,P,,,Canvassing Literature,29-10-2024,1540,6134147.2,,O,,28-10-2024,REP,,500724235,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,601,C00620971,,,,Scale to Win,,13742 Harper St,,Santa Ana,CA,927031419,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Texting,15-11-2024,1056.29,6134147.2,,S,,28-10-2024,DEM,,500724236,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,661,C00620971,,,,For Our Future Action Fund,,PO Box 34390,,Washington,DC,200434390,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Texting,21-11-2024,543.32,6134147.2,,S,,28-10-2024,DEM,,500724237,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,715,C00620971,,,,Wildfire Contact LLC,,290 Broadway,Ste 132,Methuen,MA,18446827,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Phonebanking,07-11-2024,32500,6134147.2,,S,,28-10-2024,DEM,,500724238,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,773,C00620971,,,,Wildfire Contact LLC,,290 Broadway,Ste 132,Methuen,MA,18446827,Unger,,Ben,,,S2WI00219,Baldwin,,Tammy,,,S,WI,,Phonebanking,07-11-2024,32500,601932.55,,S,,28-10-2024,DEM,,500724239,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,241,C00620971,,,,Scale to Win,,13742 Harper St,,Santa Ana,CA,927031419,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Texting,15-11-2024,1098.3,6134147.2,,S,,28-10-2024,DEM,,500724240,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,292,C00620971,,,,Scale to Win,,13742 Harper St,,Santa Ana,CA,927031419,Unger,,Ben,,,S2WI00219,Baldwin,,Tammy,,,S,WI,,Texting,15-11-2024,1208.28,601932.55,,S,,28-10-2024,DEM,,500724241,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,409,C00620971,,,,For Our Future Action Fund,,PO Box 34390,,Washington,DC,200434390,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Texting,21-11-2024,390.15,6134147.2,,S,,28-10-2024,DEM,,500724243,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,473,C00620971,,,,For Our Future Action Fund,,PO Box 34390,,Washington,DC,200434390,Unger,,Ben,,,S2WI00219,Baldwin,,Tammy,,,S,WI,,Texting,21-11-2024,390.15,601932.55,,S,,28-10-2024,DEM,,500724244,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909417,460,C00620971,,,,Meta Platforms,,1 Hacker Way,,Menlo Park,CA,940251456,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Digital Advertising,29-10-2024,12500,6134147.2,,S,,29-10-2024,DEM,,500724514,2.02507E+17,ORG,C,,,,,31-07-2025 17:21
24,FOR OUR FUTURE,F3X,f,1909427,112,C00620971,,,,The Outreach Team,,407 College Ave,Ste 349,Ithaca,NY,148506701,Unger,,Ben,,,P80001571,Trump,,Donald,J.,,P,,,Field Canvassing,19-12-2024,5347.45,6134147.2,,O,,02-11-2024,REP,,500725432,2.02507E+17,ORG,C,,,,,31-07-2025 17:25
24,FOR OUR FUTURE,F3X,f,1909427,105,C00620971,,,,The Outreach Team,,407 College Ave,Ste 349,Ithaca,NY,148506701,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Field Canvassing,19-12-2024,13429.89,6134147.2,,S,,02-11-2024,DEM,,500725430,2.02507E+17,ORG,C,,,,,31-07-2025 17:25
24,FOR OUR FUTURE,F3X,f,1909427,125,C00620971,,,,Scale to Win,,13742 Harper St,,Santa Ana,CA,927031419,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Texting,05-12-2024,1750,6134147.2,,S,,02-11-2024,DEM,,500725428,2.02507E+17,ORG,C,,,,,31-07-2025 17:25
24,FOR OUR FUTURE,F3X,f,1909427,116,C00620971,,,,The Outreach Team,,407 College Ave,Ste 349,Ithaca,NY,148506701,Unger,,Ben,,,H6NV04020,Lee,,Susie,,,H,NV,3,Field Canvassing,19-12-2024,2697.41,37453.58,,S,,02-11-2024,DEM,,500725433,2.02507E+17,ORG,C,,,,,31-07-2025 17:25
24,FOR OUR FUTURE,F3X,f,1909427,106,C00620971,,,,Scale to Win,,13742 Harper St,,Santa Ana,CA,927031419,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Texting,05-12-2024,1431,6134147.2,,S,,01-11-2024,DEM,,500725340,2.02507E+17,ORG,C,,,,,31-07-2025 17:25
24,FOR OUR FUTURE,F3X,f,1909427,108,C00620971,,,,The Outreach Team,,407 College Ave,Ste 349,Ithaca,NY,148506701,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Field Canvassing,19-12-2024,15868.2,6134147.2,,S,,31-10-2024,DEM,,500725221,2.02507E+17,ORG,C,,,,,31-07-2025 17:25
24,FOR OUR FUTURE,F3X,f,1909427,117,C00620971,,,,"Data Farm Consulting, LLC",,12932 W Glacier Dr,,Evansville,WI,535369389,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Texting,13-12-2024,3177.68,6134147.2,,S,,30-10-2024,DEM,,500724973,2.02507E+17,ORG,C,,,,,31-07-2025 17:25
24,FOR OUR FUTURE,F3X,f,1909427,107,C00620971,,,,Scale to Win,,13742 Harper St,,Santa Ana,CA,927031419,Unger,,Ben,,,H4WI03169,Cooke,,Rebecca,,,H,WI,3,Texting,05-12-2024,666.66,28281.53,,S,,04-11-2024,DEM,,500733511,2.02507E+17,ORG,C,,,,,31-07-2025 17:25
24,FOR OUR FUTURE,F3X,f,1909427,119,C00620971,,,,The Outreach Team,,407 College Ave,Ste 349,Ithaca,NY,148506701,Unger,,Ben,,,H2NV02395,Amodei,,Mark,Eugene,,H,NV,2,Field Canvassing,19-12-2024,1334.46,9297.69,,O,,02-11-2024,REP,,500725434,2.02507E+17,ORG,C,,,,,31-07-2025 17:25
24,FOR OUR FUTURE,F3X,f,1909427,109,C00620971,,,,The Outreach Team,,407 College Ave,Ste 349,Ithaca,NY,148506701,Unger,,Ben,,,S8NV00156,Rosen,,Jacky,,,S,NV,,Field Canvassing,19-12-2024,12071.12,333890.58,,S,,02-11-2024,DEM,,500725431,2.02507E+17,ORG,C,,,,,31-07-2025 17:25
24,FOR OUR FUTURE,F3X,f,1909427,126,C00620971,,,,Scale to Win,,13742 Harper St,,Santa Ana,CA,927031419,Unger,,Ben,,,S8NV00156,Rosen,,Jacky,,,S,NV,,Texting,05-12-2024,1750,333890.58,,S,,02-11-2024,DEM,,500725429,2.02507E+17,ORG,C,,,,,31-07-2025 17:25
24,FOR OUR FUTURE,F3X,f,1909427,120,C00620971,,,,The Outreach Team,,407 College Ave,Ste 349,Ithaca,NY,148506701,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Field Canvassing,19-12-2024,113318.66,6134147.2,,S,,05-11-2024,DEM,,500735064,2.02507E+17,ORG,C,,,,,31-07-2025 17:25
24,FOR OUR FUTURE,F3X,f,1909427,113,C00620971,,,,The Outreach Team,,407 College Ave,Ste 349,Ithaca,NY,148506701,Unger,,Ben,,,S2WI00219,Baldwin,,Tammy,,,S,WI,,Field Canvassing,19-12-2024,35677.39,601932.55,,S,,05-11-2024,DEM,,500733542,2.02507E+17,ORG,C,,,,,31-07-2025 17:25
24,FOR OUR FUTURE,F3X,f,1909427,121,C00620971,,,,Scale to Win,,13742 Harper St,,Santa Ana,CA,927031419,Unger,,Ben,,,S2WI00219,Baldwin,,Tammy,,,S,WI,,Phonebanking,05-12-2024,3000,601932.55,,S,,05-11-2024,DEM,,500733515,2.02507E+17,ORG,C,,,,,31-07-2025 17:25
24,FOR OUR FUTURE,F3X,f,1909427,118,C00620971,,,,Scale to Win,,13742 Harper St,,Santa Ana,CA,927031419,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Phonebanking,05-12-2024,3000,6134147.2,,S,,05-11-2024,DEM,,500733514,2.02507E+17,ORG,C,,,,,31-07-2025 17:25
24,FOR OUR FUTURE,F3X,f,1909427,115,C00620971,,,,Scale to Win,,13742 Harper St,,Santa Ana,CA,927031419,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Texting,05-12-2024,4730,6134147.2,,S,,05-11-2024,DEM,,500733513,2.02507E+17,ORG,C,,,,,31-07-2025 17:25
24,FOR OUR FUTURE,F3X,f,1909427,104,C00620971,,,,Scale to Win,,13742 Harper St,,Santa Ana,CA,927031419,Unger,,Ben,,,S2WI00219,Baldwin,,Tammy,,,S,WI,,Texting,05-12-2024,2166.67,601932.55,,S,,04-11-2024,DEM,,500733510,2.02507E+17,ORG,C,,,,,31-07-2025 17:25
24,FOR OUR FUTURE,F3X,f,1909427,111,C00620971,,,,Scale to Win,,13742 Harper St,,Santa Ana,CA,927031419,Unger,,Ben,,,S2WI00219,Baldwin,,Tammy,,,S,WI,,Texting,05-12-2024,2365,601932.55,,S,,05-11-2024,DEM,,500733512,2.02507E+17,ORG,C,,,,,31-07-2025 17:25
24,FOR OUR FUTURE,F3X,f,1909427,124,C00620971,,,,Scale to Win,,13742 Harper St,,Santa Ana,CA,927031419,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Texting,05-12-2024,2166.67,6134147.2,,S,,04-11-2024,DEM,,500733508,2.02507E+17,ORG,C,,,,,31-07-2025 17:25
24,FOR OUR FUTURE,F3X,f,1909427,122,C00620971,,,,The Outreach Team,,407 College Ave,Ste 349,Ithaca,NY,148506701,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Field Canvassing,19-12-2024,28005.13,6134147.2,,S,,05-11-2024,DEM,,500733506,2.02507E+17,ORG,C,,,,,31-07-2025 17:25
24,FOR OUR FUTURE,F3X,f,1909427,114,C00620971,,,,Scale to Win,,13742 Harper St,,Santa Ana,CA,927031419,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Texting,05-12-2024,4900,6134147.2,,S,,05-11-2024,DEM,,500733452,2.02507E+17,ORG,C,,,,,31-07-2025 17:25
24,FOR OUR FUTURE,F3X,f,1909427,110,C00620971,,,,Scale to Win,,13742 Harper St,,Santa Ana,CA,927031419,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Texting,05-12-2024,850,6134147.2,,S,,04-11-2024,DEM,,500733451,2.02507E+17,ORG,C,,,,,31-07-2025 17:25
24,FOR OUR FUTURE,F3X,f,1909427,123,C00620971,,,,Scale to Win,,13742 Harper St,,Santa Ana,CA,927031419,Unger,,Ben,,,P00009423,Harris,,Kamala,,,P,,,Phonebanking,05-12-2024,3100,6134147.2,,S,,02-11-2024,DEM,,500725436,2.02507E+17,ORG,C,,,,,31-07-2025 17:25
24,NRRC,F3X,f,1909489,2427,C00858852,,,,Switchboard,,1025 Vermont Ave NW,Ste 1110,Washington,DC,200053549,Moskwa,,Shelly,,,S2TX00312,CRUZ,,RAFAEL,TED,,S,TX,0,SMS Messaging,29-01-2025,272.58,0,,O,,26-10-2024,REP,t,500184391,2.02507E+17,ORG,A,,,,,31-07-2025 17:55
24,NRRC,F3X,f,1909489,2426,C00858852,,,,Switchboard,,1025 Vermont Ave NW,Ste 1110,Washington,DC,200053549,Moskwa,,Shelly,,,S2TX00312,CRUZ,,RAFAEL,TED,,S,TX,0,SMS Messaging,29-01-2025,290.92,0,,O,,24-10-2024,REP,t,500184390,2.02507E+17,ORG,A,,,,,31-07-2025 17:55
24,NRRC,F3X,f,1909489,2425,C00858852,,,,Switchboard,,1025 Vermont Ave NW,Ste 1110,Washington,DC,200053549,Moskwa,,Shelly,,,S2TX00312,CRUZ,,RAFAEL,TED,,S,TX,0,SMS Messaging,29-01-2025,946.19,0,,O,,21-10-2024,REP,t,500184389,2.02507E+17,ORG,A,,,,,31-07-2025 17:55
24,NRRC,F3X,f,1909489,2431,C00858852,,,,Switchboard,,1025 Vermont Ave NW,Ste 1110,Washington,DC,200053549,Moskwa,,Shelly,,,S2TX00312,CRUZ,,RAFAEL,TED,,S,TX,0,SMS Messaging,29-01-2025,3644.04,0,,O,,04-11-2024,REP,t,500184395,2.02507E+17,ORG,A,,,,,31-07-2025 17:55
24,NRRC,F3X,f,1909489,2430,C00858852,,,,Switchboard,,1025 Vermont Ave NW,Ste 1110,Washington,DC,200053549,Moskwa,,Shelly,,,S2TX00312,CRUZ,,RAFAEL,TED,,S,TX,0,SMS Messaging,29-01-2025,1889.86,0,,O,,31-10-2024,REP,t,500184394,2.02507E+17,ORG,A,,,,,31-07-2025 17:55
24,NRRC,F3X,f,1909489,2428,C00858852,,,,Switchboard,,1025 Vermont Ave NW,Ste 1110,Washington,DC,200053549,Moskwa,,Shelly,,,S2TX00312,CRUZ,,RAFAEL,TED,,S,TX,0,SMS Messaging,29-01-2025,250.28,0,,O,,27-10-2024,REP,t,500184392,2.02507E+17,ORG,A,,,,,31-07-2025 17:55
